Country,Year,GHG Energy,GHG Fugi,GHG FC,GHG FC - Coal,GHG FC - Oil,GHG FC - Gas,CO2 MARBUNK,CO2 AVBUNK,CO2-TES,CO2-GDP,CO2-GDP PPP,CO2-POP
Brunei Darussalam,2009,9.586008572,2113.218782,7.47278979,0,1.77882065,5.69396914,0.261364377,0.271056562,58.338,0.587,0.292,19.061
Cambodia,2009,,,5.246497155,0.030728497,4.466341841,0.0,0.0,0.073813755,23.621,0.365,0.125,0.311
DPR of Korea,2009,,,68.48813391,65.72733945,2.626352994,0.0,0.0,0.0,83.506,2.206,0.611,2.754
India,2009,1609.429538,76890.74,1532.538798,1022.796387,397.8920603,71.83602278,4.356523641,8.926515699,55.857,1.056,0.317,1.21
Indonesia,2009,468.4623332,83835.65765,384.6266756,119.8139103,179.9616322,69.33776457,0.536230179,2.89871009,44.657,0.592,0.192,1.518
Lao People's Democratic Republic,2009,,,2.720034891,0.334355604,1.856436087,0.0,0.0,0.122324727,19.628,0.234,0.081,0.346
Malaysia,2009,188.005342,15487.95625,172.5173858,41.63180882,66.02513698,64.7767006,0.14919088,5.074780899,58.434,0.789,0.317,6.057
Mongolia,2009,,,13.83268024,11.37205442,2.427247764,0.0,0.0,0.047833528,86.798,2.032,0.739,5.076
Myanmar,2009,,,10.87124815,1.456251438,3.369105358,2.395985359,0.009625565,0.051022271,12.02,0.178,0.049,0.145
Nepal,2009,,,6.525387518,0.742308543,2.728589066,0.0,0.0,0.213241599,8.247,0.187,0.055,0.127
Pakistan,2009,157.1293546,12491.86485,144.6374897,17.56587072,62.54357641,54.8725018,0.737618541,2.203909139,37.97,0.551,0.169,0.703
Philippines,2009,73.68106324,1302.684273,72.37837896,23.91304173,38.91463338,7.555581063,0.634260662,2.921078285,41.906,0.327,0.137,0.75
Singapore,2009,,,39.07671859,0.018222456,24.24042455,13.94003712,113.3722177,15.21424182,35.827,0.18,0.115,7.785
Sri Lanka,2009,,,13.05948875,0.259745742,11.45500252,0.0,0.578823303,0.282888915,30.18,0.2,0.066,0.575
Chinese Taipei,2009,,,249.2567749,141.1863552,77.63323272,27.52253145,5.905789887,5.834172739,53.162,0.588,0.285,10.697
Thailand,2009,222.1725067,12027.78213,210.1447245,60.06867088,81.84678082,65.64507023,4.796892725,9.410391027,45.68,0.637,0.235,3.033
Viet Nam,2009,136.9547733,19315.27557,117.6394977,52.54979844,44.18083422,16.69510815,0.931306993,1.170871905,50.294,0.672,0.23,1.295
Other Asia,2009,,,20.58355413,1.703144843,17.11857527,0.770825743,0.747066917,0.911311193,29.874,0.225,0.135,0.484
People's Rep. of China,2009,7634.682663,391213.8052,7243.468858,6167.692433,878.0595863,152.2819102,23.09354051,12.79905216,74.153,1.039,0.646,5.357
"Hong Kong, China",2009,,,44.79657671,28.47590933,9.82875472,6.490813672,32.68638012,14.20017179,74.58,0.178,0.134,6.38
"China (incl. Hong Kong, China)",2009,7679.479239,391213.8052,7288.265434,6196.168342,887.888341,158.7727239,55.77992062,26.99922396,74.156,1.008,0.631,5.362
Argentina,2009,179.5304966,25944.51788,153.5859787,5.140447564,63.90444471,84.32399287,3.029989354,2.423525529,52.163,0.279,0.208,3.738
Bolivia,2009,15.63094515,2866.781965,12.76416319,0,7.561300707,5.095544682,0.0,0.159444895,50.77,0.514,0.219,1.242
Brazil,2009,368.8513103,27241.01588,341.6102944,39.67420868,250.0581872,40.65012738,11.87191224,4.950185855,32.378,0.207,0.124,1.685
Cuba,2009,26.84270341,841.0458375,26.00165758,0.093040861,23.5899819,2.201082009,1.518176282,0.432418519,59.019,0.348,0.112,2.283
Curaçao,2009,,,5.87061332,0,5.87061332,0.0,6.790463988,0.255006288,61.745,1.894,1.507,25.68
Dominican Republic,2009,,,18.51704018,2.124644847,15.21836104,0.983090772,0.0,1.262804493,60.079,0.351,0.165,1.88
Ecuador,2009,40.64413858,11034.33687,29.60980171,0,28.53037196,0.95989328,2.089938409,0.554868691,57.404,0.378,0.209,1.979
El Salvador,2009,,,6.44326815,0.003036851,6.280028618,0.0,0.0,0.353967752,35.5,0.307,0.15,1.018
Guatemala,2009,,,13.3673172,0.721140177,10.74005428,0.0,0.73475329,0.070050257,26.298,0.226,0.11,0.807
Guyana,2009,1.674883617,0.0,1.674883617,0,1.64704171,0.0,0.0,0.031888919,53.166,0.466,0.232,2.167
Haiti,2009,,,2.57336408,0,1.898368276,0.0,0.0,0.054211312,12.231,0.143,0.066,0.192
Honduras,2009,,,8.134921203,0.253242214,7.272231133,0.0,0.0,0.098855799,38.325,0.437,0.209,0.898
Jamaica,2009,,,7.609048505,0.154895696,7.427360003,0.0,0.300643226,0.522979472,69.407,0.535,0.299,2.756
Nicaragua,2009,,,4.607697926,0,4.229176555,0.0,0.0,0.058367431,33.761,0.447,0.173,0.725
Panama,2009,,,8.208319291,0,8.137135868,0.0,8.480027023,0.931158836,61.776,0.228,0.123,2.258
Paraguay,2009,4.830002379,1.5251868,4.828477192,0,4.375886749,0.0,0.0,0.057955061,22.528,0.16,0.075,0.753
Peru,2009,41.19907234,1963.337793,39.23573455,3.360840503,25.12815662,9.671583466,0.323593944,1.757083789,53.504,0.269,0.145,1.301
Suriname,2009,,,1.456816955,0,1.438922878,0.00909707,0.0,0.124367234,53.883,0.317,0.169,2.643
Trinidad and Tobago,2009,26.413372,7843.447075,18.56992493,0,4.144314924,14.42040042,1.403133482,1.170326179,23.725,0.791,0.526,13.184
Uruguay,2009,7.519035638,5.6849625,7.513350675,0,7.203718093,0.1273386,1.607261515,0.198026521,41.685,0.159,0.123,2.168
Venezuela,2009,355.7093878,210053.6148,145.655773,0.946613712,96.76699065,47.7726328,1.440804624,0.484449935,54.028,0.198,0.197,5.074
Other Non-OECD Americas,2009,,,20.26330977,4.116424554,14.59193992,1.52278045,0.786131218,2.34983934,98.98,0.138,0.123,3.618
Bahrain,2009,28.26474823,3694.679175,24.57006905,0,3.676204599,20.89386445,0.0,2.11105184,47.53,0.98,0.488,20.751
Islamic Rep. of Iran,2009,646.7880064,137982.5412,508.8054652,2.709971974,246.5875905,259.2833498,6.37356079,3.73739091,58.967,1.288,0.475,6.785
Iraq,2009,123.4136189,45774.91218,77.63870674,0,68.56122029,9.07433475,0.451164687,2.468208633,61.296,0.628,0.301,2.536
Jordan,2009,20.27128537,824.425,19.44686037,0,12.20454532,7.241374852,0.119576176,0.990992057,61.715,0.585,0.257,2.842
Kuwait,2009,97.75410171,23336.28385,74.41781786,0,50.64209999,23.77571788,1.210651139,2.42994193,59.995,0.753,0.476,26.444
Lebanon,2009,19.64711756,12.78481,19.63433275,0.52746888,18.96616298,0.097591359,0.0,0.558970769,69.301,0.463,0.235,3.91
Oman,2009,56.65994114,17807.51257,38.85242857,0,11.08638047,27.7660481,2.937237068,0.912025484,58.066,0.63,0.324,14.302
Qatar,2009,72.89612674,24362.98868,48.53313805,0,11.23393175,37.29715895,0.0,3.255866883,47.585,0.477,0.324,29.99
Saudi Arabia,2009,447.1110967,64366.3497,382.744747,0,270.1265393,112.6168675,8.083625071,5.960054117,52.019,0.78,0.331,13.321
Syrian Arab Republic ,2009,89.95782513,32500.9042,57.45692093,0.011702395,45.28167989,12.16279272,3.433127027,0.137122802,63.382,1.426,1.66,2.612
United Arab Emirates,2009,176.8989701,27423.43873,149.4755314,1.096407689,36.04419272,112.3259635,39.28494054,11.64905167,55.78,0.534,0.318,18.589
Yemen,2009,42.28677281,18528.94177,23.75783104,0.221279566,22.79920612,0.729534975,0.486252569,0.414557147,69.496,0.401,0.248,0.977
Canada,2010,575.1682363,46705.37033,528.462866,93.27542772,260.9005703,171.7193557,2.201894531,9.041935478,48.334,0.372,0.363,15.317
Chile,2010,71.11597367,582.8726975,70.53310097,17.62948925,42.91370522,8.740337866,1.296219714,1.537049797,53.111,0.343,0.205,4.02
Colombia,2010,81.83621653,22497.924,59.33829253,11.47696061,29.75682926,17.08245831,2.044133321,2.361658182,44.811,0.247,0.115,1.303
Costa Rica,2010,,,6.851804948,0.002500867,6.723544697,0.0,0.090233067,0.497415508,34.665,0.141,0.096,1.452
Mexico,2010,498.3881451,50242.46715,448.1456779,53.84422463,256.5252606,135.2920444,2.530066483,8.162367363,58.924,0.436,0.228,3.86
United States,2010,5698.171796,269936.439,5428.235357,1991.972123,2109.594964,1289.095644,83.50565856,65.30867208,57.692,0.327,0.327,17.277
Australia,2010,441.3690065,45172.97163,396.1960349,211.4114878,122.4304269,60.98448507,2.184868935,10.19432693,74.132,0.364,0.403,17.784
Israel,2010,69.45755411,392.8331025,69.06472101,29.46828996,29.39074302,10.20110904,1.070246311,2.426752888,70.45,0.272,0.274,8.98
Japan,2010,1147.860852,4647.017125,1143.213834,424.2270732,491.3143235,207.0519657,14.85546941,16.48492357,54.17,0.268,0.23,8.848
Korea,2010,559.2354251,3805.133525,555.4302916,285.7524642,165.3331757,91.49599304,29.05138114,12.01110623,52.627,0.437,0.331,11.117
New Zealand,2010,32.17764314,1225.32779,30.95231535,5.64947191,17.65466668,7.507677111,1.078896687,2.329040929,40.647,0.199,0.205,6.965
Austria,2010,,,70.09448992,14.19278048,33.3160898,18.21673153,0.065494233,1.980264014,48.014,0.189,0.167,8.174
Belgium,2010,,,105.7160034,14.08209429,50.33063775,37.34957699,24.54699923,4.117062882,41.541,0.241,0.214,9.586
Czech Republic,2010,,,114.4884174,74.93618693,20.35029353,17.37923183,0.0,0.931573444,59.645,0.652,0.343,10.716
Denmark,2010,50.25699719,1953.325218,48.30367197,15.58467558,20.18988097,10.38028678,2.186578689,2.388886424,58.185,0.166,0.181,8.523
Estonia,2010,18.51102375,57.7735715,18.45325018,13.86091772,3.075506569,1.322907229,0.700969889,0.100708215,73.559,0.933,0.556,13.595
Finland,2010,,,63.66897302,28.9251228,24.38275549,8.557735286,0.669461682,1.604889001,40.546,0.266,0.267,11.566
France,2010,349.37978,2270.918625,347.1088614,45.85349305,197.8234235,94.75351072,7.412285904,16.48854339,30.913,0.147,0.132,5.231
Germany,2010,776.6095503,6985.4633,769.624087,315.9707282,253.4588031,177.0571326,8.839566864,23.89808861,54.999,0.246,0.212,9.452
Greece,2010,,,84.45247244,33.71803645,43.53988743,6.729178523,8.729479933,2.041467988,71.978,0.348,0.235,7.497
Hungary,2010,,,48.2660385,10.74768131,14.98111693,21.42780103,0.0,0.704060636,42.47,0.417,0.198,4.715
Iceland,2010,,,1.97751452,0.380101387,1.595720251,0.0,0.181387652,0.368940052,8.598,0.127,0.137,6.129
Ireland,2010,,,39.82077896,8.412109525,20.49443342,10.83107443,0.426940146,2.161373617,65.274,0.185,0.166,8.606
Italy,2010,404.0456247,5669.585525,398.3760391,52.67694416,180.2010567,157.7388531,9.598826784,9.481757987,53.889,0.206,0.169,6.553
Latvia,2010,,,8.48850456,0.438008321,4.222815373,3.422984753,0.796761556,0.350493124,42.846,0.352,0.194,3.857
Lithuania,2010,,,12.72113335,0.861742547,6.87056116,4.728381764,0.450011819,0.144501633,41.712,0.358,0.177,3.976
Luxembourg,2010,,,10.82376204,0.265395405,7.572177715,2.814813896,0.0,1.287440611,60.241,0.197,0.193,20.981
Netherlands,2010,173.5927355,334.20263,173.2585329,29.14991764,53.52847154,87.33612739,43.65451438,10.090509,49.574,0.233,0.209,10.334
Norway,2010,41.68833591,1387.365589,40.30097032,2.637400069,23.98255546,12.55325465,1.39046744,1.257814824,29.959,0.111,0.137,8.097
Poland,2010,315.5936097,1338.17375,314.255436,218.5043245,66.43559857,25.5135988,0.687491742,1.521877527,73.07,0.752,0.352,7.983
Portugal,2010,,,48.54238749,6.561946268,30.24083389,10.48877633,1.476711741,2.628697383,48.34,0.229,0.148,4.498
Slovak Republic,2010,,,34.90393695,14.52467799,9.205507599,10.9028271,0.0,0.122980017,46.312,0.44,0.24,6.367
Slovenia,2010,15.8507679,46.1342333,15.80463366,6.039347757,7.589681998,1.843541848,0.058824038,0.083011474,50.078,0.365,0.241,7.525
Spain,2010,,,267.0211257,32.61703269,159.6173639,71.74871818,26.80598565,9.112817935,49.297,0.22,0.162,5.647
Sweden,2010,48.46182395,64.8160525,48.3970079,9.198320576,33.00588101,3.028079249,6.255455592,2.062989603,21.832,0.103,0.108,4.976
Switzerland,2010,,,44.23432361,0.610106186,32.6514532,7.077639665,0.02841009,4.202841605,39.784,0.068,0.087,5.518
Republic of Türkiye,2010,,,272.3057456,127.3124131,69.97423658,73.3786913,1.162749791,3.640207913,60.51,0.437,0.186,3.662
United Kingdom,2010,491.336196,9367.268275,481.9689277,116.4668356,167.0877114,195.6076495,8.748826722,32.12545042,56.114,0.179,0.19,7.602
Albania,2010,,,4.073776585,0.459925624,3.513059312,0.027038702,0.0,0.052266395,44.276,0.379,0.128,1.355
Armenia,2010,,,4.117793232,0.002634313,1.035616097,3.078297104,0.0,0.132203481,38.934,0.476,0.172,1.374
Azerbaijan,2010,33.27687909,9634.332735,23.64254636,0,7.482142341,16.12763125,0.230738986,1.20520387,47.343,0.488,0.18,2.589
Belarus,2010,,,60.27189112,2.209528579,18.0341306,39.50360444,0.0,0.0,51.727,1.113,0.367,6.271
Bosnia and Herzegovina,2010,,,20.73385947,15.66075534,4.540438201,0.468334543,0.0,0.01537254,75.481,1.351,0.532,5.375
Bulgaria,2010,,,44.6036435,28.50485025,10.98640917,4.812314356,0.30540608,0.501143533,59.27,0.924,0.356,5.94
Croatia,2010,,,18.86678088,2.745337749,10.55386136,5.084066035,0.021740772,0.295455289,46.512,0.36,0.184,4.248
Cyprus,2010,,,7.42887099,0.066986188,7.31007799,0.0,0.590208969,0.851350473,70.93,0.339,0.25,8.966
Georgia,2010,,,5.187968831,0.102796561,2.870216405,2.087771852,0.0,0.122980017,38.208,0.425,0.141,1.319
Gibraltar,2010,,,0.481927564,0,0.481927564,0.0,13.28873864,0.01537254,65.469,0.452,0.519,15.297
Kazakhstan,2010,284.1588697,61132.74467,223.026125,138.9425687,30.23667703,53.83043765,0.0,0.62412355,76.394,1.51,0.683,13.546
Kosovo,2010,,,8.86518894,7.118046247,1.664166106,0.0,0.0,0.036893856,83.265,1.727,0.649,4.909
Kyrgyzstan,2010,,,6.137074334,2.859976958,2.808666493,0.467881919,0.0,0.827040354,52.399,1.148,0.305,1.109
Malta,2010,,,2.606880449,0,2.606480165,0.0,4.660834427,0.304375505,73.596,0.304,0.202,6.233
Republic of Moldova,2010,,,8.199466835,0.445032523,2.234754777,5.33720151,0.0,0.055508423,50.902,1.231,0.364,2.776
Montenegro,2010,,,2.66784994,1.78490811,0.824757737,0.0,0.0,0.006149076,54.736,0.697,0.279,4.175
Republic of North Macedonia,2010,,,8.463315344,5.491298185,2.679828617,0.222962306,0.0,0.021722783,69.29,0.934,0.327,4.053
Romania,2010,83.71396505,7006.01865,76.7079464,29.80715475,22.71415327,22.64319848,0.049550039,0.497431217,51.167,0.482,0.2,3.695
Russian Federation,2010,2023.332846,484640.0098,1538.692837,407.0019475,302.8877877,803.7529463,4.837714775,18.67451301,52.683,1.232,0.476,10.705
Serbia,2010,,,46.79661559,32.56039171,10.01010718,3.811589512,0.0,0.130663451,70.299,1.213,0.454,6.316
Tajikistan,2010,,,2.331292094,0.361722228,1.586533748,0.383036118,0.0,0.08916055,25.28,0.411,0.128,0.302
Turkmenistan,2010,132.9878222,75759.218,57.22860419,0,16.41477413,40.81114852,0.0,1.629485005,59.915,1.649,0.775,10.805
Ukraine,2010,276.7921584,8743.19658,268.0489618,133.5157559,37.99309083,96.16246864,0.0,0.825483979,48.014,2.603,0.544,5.8
Uzbekistan,2010,146.2316348,25760.64129,120.4709935,4.275490174,12.07898054,104.1159667,0.0,0.0,63.487,1.971,0.812,4.2
Former Soviet Union (if no detail),2010,,,,,,,,,,,,
Former Yugoslavia (if no detail),2010,,,,,,,,,,,,
Algeria,2010,171.5244544,75072.33292,96.45212145,0.775825375,44.28991644,51.37726693,1.016277412,1.435004956,54.836,0.678,0.236,2.667
Angola,2010,44.28091399,28385.42947,15.89548452,0,13.01746885,1.421165689,0.556954822,0.991747932,30.058,0.153,0.087,0.611
Benin,2010,5.150043489,2.2232175,5.147820271,0,4.676226852,0.0,0.0,0.465579418,30.714,0.504,0.188,0.485
Botswana,2010,3.423482284,0.826362,3.422655922,0.707854783,2.546674498,0.0,0.0,0.044644487,35.462,0.281,0.123,1.527
Cameroon,2010,12.11822365,5452.413397,6.665810252,0,4.638035825,0.488007585,0.137578433,0.207278424,17.222,0.199,0.081,0.254
Congo,2010,12.83266205,10755.74647,2.076915585,0,1.666337915,0.198265703,0.0,0.143500585,26.123,0.177,0.093,0.413
Côte d'Ivoire,2010,8.785092739,1127.426901,7.657665838,0,3.122075485,3.118882475,0.059117959,0.169011721,17.817,0.185,0.078,0.294
Dem. Rep. of Congo,2010,9.543958021,2284.396186,7.259561835,0,1.864155966,0.046193025,0.0,0.46876816,2.247,0.068,0.037,0.028
Egypt,2010,202.9328571,24280.96875,178.6518884,2.289040194,102.0303322,73.92615203,1.400723871,2.636483039,56.536,0.612,0.183,2.028
Equatorial Guinea,2010,10.47189525,7485.15,2.986745248,0,0.831628907,2.120174828,0.0,0.092478015,43.644,0.225,0.106,2.683
Eritrea,2010,0.619903836,0.265032,0.619638804,0,0.489627039,0.0,0.0,0.041455745,15.822,0.288,0.109,0.154
Kingdom of Eswatini,2010,0.998240199,0.0,0.998240199,0.200445894,0.665653174,0.0,0.0,0.003189042,21.821,0.242,0.101,0.772
Ethiopia,2010,16.43713266,3.3615325,16.43377113,0.133382582,5.786637082,0.0,0.0,1.010881283,4.191,0.15,0.057,0.066
Gabon,2010,13.86893806,10583.37322,3.28556484,0,2.048464181,0.631640324,0.655436854,0.222482503,12.493,0.239,0.12,1.555
Ghana,2010,11.29870899,161.032985,11.13767601,0,9.664890904,0.83268572,0.308018997,0.356892043,32.679,0.291,0.099,0.404
Kenya,2010,14.55398947,5.3237425,14.54866572,0.65892155,11.05948478,0.0,0.121541678,1.661417031,14.414,0.208,0.083,0.279
Libya,2010,110.7394501,59562.72165,51.17672843,0,38.54096719,12.55482626,1.166805035,0.503846121,59.327,0.602,0.214,7.785
Madagascar,2010,2.944471456,0.0,2.944471456,0.10308548,1.726607158,0.0,0.044458939,0.150650409,7.62,0.182,0.055,0.083
Mauritius,2010,,,3.716134027,1.638654113,2.056844987,0.0,0.745275767,0.730258196,66.567,0.366,0.176,2.929
Morocco,2010,47.34649236,61.70123,47.28479113,11.11030831,33.89068536,1.339544572,0.428505033,1.785783966,64.868,0.51,0.209,1.429
Mozambique,2010,4.253388628,682.5511685,3.570837459,0.023791552,2.194970594,0.159531064,0.0,0.204089682,7.644,0.207,0.095,0.101
Namibia,2010,3.22121129,1.0489115,3.220162378,0.028046025,3.129343973,0.0,0.0,0.092563007,45.439,0.353,0.163,1.479
Niger,2010,1.980805821,0.5492253,1.980256596,0.276521368,1.104533418,0.0,0.0,0.041455745,14.555,0.186,0.079,0.082
Nigeria,2010,200.7359768,108537.1665,92.19881037,2.972523092,38.52763083,19.29424451,1.319438089,1.160632127,11.074,0.152,0.076,0.371
Rwanda,2010,1.416988647,0.0,1.416988647,0,0.676844854,0.004801159,0.0,0.083040512,4.459,0.112,0.047,0.065
Senegal,2010,5.916835001,9.3135525,5.907521448,0.708808801,4.753155021,0.049073578,0.209724752,0.691506536,32.922,0.374,0.154,0.436
South Africa,2010,458.2752829,32705.37528,425.5699076,359.8100577,62.32325779,1.931312184,9.826489841,4.253881092,75.507,1.349,0.616,8.116
South Sudan,2010,4.7809275,4780.9275,,,,,,,,,,
Sudan,2010,20.68464132,3325.962258,17.35867907,0,15.34988573,0.0,0.060962219,0.513412946,22.955,0.162,0.08,0.348
United Rep. of Tanzania,2010,11.30094832,209.3777825,11.09157054,0.243407522,4.600270341,1.506425588,0.052895067,0.261331243,7.949,0.182,0.073,0.139
Togo,2010,2.528189479,1.1214278,2.527068051,0,2.116195074,0.0,0.048127823,0.220033992,15.93,0.497,0.203,0.316
Tunisia,2010,27.11620284,3359.716878,23.75648596,0,11.58861398,11.87223826,0.038220246,0.755987562,54.065,0.554,0.209,2.138
Uganda,2010,5.926603867,0.0,5.926603867,0,3.051091744,0.0,0.0,0.26786752,5.28,0.133,0.046,0.093
Zambia,2010,,,3.808813262,0.014126621,2.244439973,0.0,0.0,0.089886646,6.288,0.134,0.052,0.161
Zimbabwe,2010,,,11.65809926,7.278043054,2.075765534,0.0,0.0,0.025458306,23.143,0.651,0.351,0.715
Other Africa,2010,,,32.97893316,3.502719441,18.57867536,0.0,0.761112843,1.516646709,12.458,0.298,0.118,0.188
Bangladesh,2010,57.63552776,4277.478912,53.35804885,3.224242147,11.23316871,35.86872786,0.245806985,0.870569739,40.093,0.291,0.102,0.337
Brunei Darussalam,2010,8.870109328,1968.759121,6.901350207,0,1.756142019,5.145208188,0.283144661,0.331645658,50.568,0.528,0.263,17.328
Cambodia,2010,,,5.630355791,0.100603886,4.777956495,0.0,0.0,0.095342854,24.309,0.374,0.128,0.332
DPR of Korea,2010,,,65.90883826,63.16603371,2.607990979,0.0,0.0,0.0,82.763,2.333,0.646,2.639
India,2010,1704.647555,80114.09925,1624.533456,1095.246519,413.5198193,74.97354302,4.272426026,9.693107955,56.263,1.016,0.305,1.267
Indonesia,2010,499.8277193,89042.54545,410.7851739,142.7406029,181.1737259,71.36953364,0.570941787,3.740579652,45.828,0.595,0.194,1.605
Lao People's Democratic Republic,2010,,,2.972235984,0.602633023,1.85351488,0.0,0.0,0.122324727,21.445,0.243,0.084,0.383
Malaysia,2010,207.0696576,14374.35995,192.6952976,58.83841775,69.54077343,64.240848,0.190253518,5.69870418,62.908,0.82,0.329,6.648
Mongolia,2010,,,14.43587944,11.82302533,2.579176598,0.0,0.0,0.051022271,85.58,1.978,0.72,5.231
Myanmar,2010,,,11.62672945,1.650415511,3.393587372,2.998791446,0.009625565,0.057400055,13.869,0.188,0.052,0.161
Nepal,2010,,,7.257888904,1.209311951,2.966543023,0.0,0.0,0.263220015,9.642,0.215,0.063,0.152
Pakistan,2010,152.7328731,12398.87158,140.3340015,16.53953664,61.0306253,52.89380604,0.559773609,2.284388958,36.117,0.519,0.159,0.664
Philippines,2010,79.22524001,1231.270455,77.99396955,28.04166684,40.72455789,7.172284868,0.586532057,2.95982725,43.209,0.329,0.137,0.795
Singapore,2010,,,42.67653785,0.03340761,26.42930975,15.03861533,127.2690578,17.15947098,41.895,0.171,0.11,8.354
Sri Lanka,2010,,,13.96822769,0.265331595,12.318014,0.0,0.655533078,0.348896358,30.377,0.198,0.066,0.612
Chinese Taipei,2010,,,266.6089194,148.8954538,80.27756436,34.48818966,6.38249087,6.583296363,53.172,0.571,0.277,11.405
Thailand,2010,239.8878888,13181.22313,226.7066656,65.84279443,82.98262207,75.02948529,4.466185701,9.997201466,44.967,0.64,0.236,3.25
Viet Nam,2010,151.7382294,19251.74565,132.4864838,60.98113245,48.15905409,19.10007229,1.027649208,1.501434791,51.621,0.714,0.244,1.449
Other Asia,2010,,,23.35602102,2.668418166,18.80647537,0.883882097,0.60773592,1.118629574,30.691,0.226,0.135,0.537
People's Rep. of China,2010,8372.162973,428398.5075,7943.764466,6628.137629,1024.976957,225.8950894,27.91583308,15.5586649,73.744,1.031,0.641,5.854
"Hong Kong, China",2010,,,41.73584146,24.77572074,8.988976985,7.96951889,38.99567612,16.35267908,73.315,0.155,0.117,5.902
"China (incl. Hong Kong, China)",2010,8413.898815,428398.5075,7985.500307,6652.91335,1033.965934,233.8646083,66.9115092,31.91134398,73.742,1.001,0.626,5.854
Argentina,2010,189.6598792,25488.88998,164.1709892,6.356356782,73.24158512,84.23344244,3.798477294,2.759612435,51.96,0.271,0.202,3.982
Bolivia,2010,17.04385422,3139.956828,13.90389739,0,8.055740065,5.739119209,0.0,0.169011721,51.011,0.538,0.229,1.331
Brazil,2010,417.5141874,27957.75225,389.5564352,54.3433941,270.5042584,52.96917131,12.74399238,5.834370015,33.433,0.22,0.131,1.907
Cuba,2010,28.06612713,768.0200025,27.29810713,0.081338466,25.08363082,2.043873311,2.41002772,0.438731942,57.207,0.357,0.115,2.399
Curaçao,2010,,,4.276481969,0,4.276481969,0.0,6.793575272,0.255006288,50.961,1.377,1.095,18.51
Dominican Republic,2010,,,19.45715802,2.016748083,15.6591089,1.587457146,0.0,1.297882155,59.958,0.341,0.16,1.95
Ecuador,2010,43.6777392,11603.4257,32.0743135,0,30.96177279,0.996584848,1.797362011,0.449634809,58.608,0.395,0.219,2.107
El Salvador,2010,,,6.275926076,0.003036851,6.112716016,0.0,0.0,0.344401225,34.061,0.292,0.143,0.987
Guatemala,2010,,,12.5491391,1.204353062,9.339924827,0.0,0.789298466,0.197606233,23.939,0.202,0.099,0.728
Guyana,2010,1.807211665,0.0,1.807211665,0,1.780319909,0.0,0.0,0.028700177,54.265,0.483,0.241,2.352
Haiti,2010,,,3.062951716,0,2.369942589,0.0,0.0,0.063778138,14.657,0.189,0.087,0.238
Honduras,2010,,,8.045790082,0,7.407512771,0.0,0.003111608,0.114800408,37.198,0.415,0.198,0.866
Jamaica,2010,,,7.258020749,0.132767739,7.093978236,0.0,0.272833877,0.589946352,71.025,0.517,0.289,2.616
Nicaragua,2010,,,4.707689372,0,4.322333002,0.0,0.0,0.05529903,33.659,0.437,0.169,0.73
Panama,2010,,,8.785338474,0,8.711349596,0.0,9.559316445,1.042770203,59.724,0.231,0.124,2.374
Paraguay,2010,5.347875046,1.8707975,5.346004248,0,4.886127162,0.0,0.0,0.075341669,23.604,0.161,0.076,0.831
Peru,2010,45.53649603,2482.295673,43.05420036,3.582326729,25.44601218,12.97067004,0.342262944,1.511538662,56.532,0.273,0.147,1.421
Suriname,2010,,,1.759839011,0,1.741841198,0.008995973,0.0,0.130745018,55.51,0.365,0.194,3.163
Trinidad and Tobago,2010,28.93024471,7847.435758,21.08280895,0,4.331416169,16.74717241,1.075469201,0.851436388,25.322,0.868,0.577,14.881
Uruguay,2010,6.249720929,5.7158025,6.244005126,0,5.886974079,0.150088051,1.432941045,0.228703347,34.928,0.121,0.094,1.776
Venezuela,2010,363.7083654,206237.3796,157.4709858,0.795155312,108.5011076,48.01175932,1.132432499,1.898252988,49.194,0.218,0.216,5.418
Other Non-OECD Americas,2010,,,19.54538099,3.858871562,14.09939678,1.554672119,0.755113348,2.352988425,80.202,0.133,0.119,3.488
Bahrain,2010,29.43737299,3793.171112,25.64420188,0,3.907846721,21.73635516,0.073796305,1.964362512,48.115,0.981,0.488,21.034
Islamic Rep. of Iran,2010,644.3734565,141352.8651,503.0205914,2.711103451,224.7323699,275.3526872,7.384791907,3.842624493,58.286,1.203,0.444,6.615
Iraq,2010,138.4046281,48314.57505,90.0900531,0,80.23732278,9.849557499,0.448053079,2.260930209,64.455,0.684,0.329,2.852
Jordan,2010,19.57880669,609.9818475,18.96882484,0,13.60038084,5.367528573,0.053465359,1.090714493,63.176,0.557,0.245,2.711
Kuwait,2010,101.3983811,23749.53468,77.64884644,0,49.76327118,27.88557527,1.697400304,2.264118951,59.069,0.805,0.508,26.211
Lebanon,2010,18.59301805,35.000795,18.55801725,0.593402689,17.42088689,0.498671419,0.0,0.70590048,68.099,0.405,0.206,3.662
Oman,2010,60.59280461,17841.16241,42.7516422,0,11.63481246,31.11682974,3.618651348,1.211781923,54.588,0.676,0.348,14.732
Qatar,2010,83.30822337,27209.54234,56.09868103,0,12.69266521,43.40271322,0.0,3.606645892,49.151,0.469,0.318,32.573
Saudi Arabia,2010,488.1585263,66443.57843,421.7149478,0,291.6211411,130.0923034,8.186303922,6.231110679,51.457,0.819,0.347,14.22
Syrian Arab Republic ,2010,90.06382311,32362.37875,57.70144436,0.011702395,41.95544152,15.73354748,3.466200539,0.095667057,63.141,1.383,1.585,2.564
